"";"X";"openalex_id";"journal_name";"publication_year";"osf_links";"git_links";"has_osf";"has_git";"has_any_link";"all_osf_links_clean";"all_git_links_clean"
"4747";5320;"W4400956254";"Frontiers in Education";2024;"osf.io/y29ps/? view_only=a8b09d29c9bc4509aa4a84a60f2e91e9";NA;TRUE;FALSE;TRUE;"osf.io/y29ps/? view_only=a8b09d29c9bc4509aa4a84a60f2e91e9";NA
"4748";5321;"W4400929992";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4749";5322;"W4400929962";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4750";5323;"W4400929478";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4751";5324;"W4400930734";"Frontiers in Education";2024;NA;"https://github.com/leojahrens/scatterfit";FALSE;TRUE;TRUE;NA;"github.com/leojahrens/scatterfit"
"4752";5325;"W4400869509";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4753";5326;"W4400837898";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4754";5327;"W4400830135";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4755";5328;"W4400818123";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4756";5329;"W4400830845";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4757";5330;"W4400837652";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4758";5331;"W4400792256";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4759";5332;"W4400777432";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4760";5333;"W4400780030";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4761";5334;"W4400746142";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4762";5335;"W4400736223";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4763";5336;"W4400735433";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4764";5337;"W4400746026";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4765";5338;"W4400745153";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4766";5339;"W4400746169";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4767";5340;"W4400694993";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4768";5341;"W4400695455";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4769";5342;"W4400696147";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4770";5343;"W4400695499";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4771";5344;"W4400695947";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4772";5345;"W4400700982";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4773";5346;"W4400695108";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4774";5347;"W4400664442";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4775";5348;"W4400654179";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4776";5349;"W4400586662";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4777";5350;"W4400594700";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4778";5351;"W4400569033";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4779";5352;"W4400546317";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4780";5353;"W4400569665";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4781";5354;"W4400512205";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4782";5355;"W4400513350";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4783";5356;"W4400497491";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4784";5357;"W4400512253";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4785";5358;"W4400500265";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4786";5359;"W4400512234";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4787";5360;"W4400430060";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4788";5361;"W4400430249";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4789";5362;"W4400368677";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4790";5363;"W4400369412";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4791";5364;"W4400363020";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4792";5365;"W4400318372";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4793";5366;"W4400335130";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4794";5367;"W4400318510";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4795";5368;"W4400335721";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4796";5369;"W4400282193";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4797";5370;"W4400282438";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4798";5371;"W4400280681";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4799";5372;"W4400282432";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4800";5373;"W4400261608";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4801";5374;"W4400261384";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4802";5375;"W4400262158";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4803";5376;"W4400262186";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4804";5377;"W4400135571";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4805";5378;"W4400119817";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4806";5379;"W4400135783";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4807";5380;"W4400087676";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4808";5381;"W4400100056";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4809";5382;"W4400086625";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4810";5383;"W4400091373";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4811";5384;"W4400043181";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4812";5385;"W4400056216";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4813";5386;"W4400043073";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4814";5387;"W4400057045";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4815";5388;"W4400014914";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4816";5389;"W4400014789";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4817";5390;"W4400015145";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4818";5391;"W4400002719";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4819";5392;"W4399972605";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4820";5393;"W4399891064";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4821";5394;"W4399900685";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4822";5395;"W4399881365";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4823";5396;"W4399901222";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4824";5397;"W4399891320";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4825";5398;"W4399901055";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4826";5399;"W4399891132";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4827";5400;"W4399907768";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4828";5401;"W4399871994";"Frontiers in Education";2024;"OSF.IO/YR2FG";NA;TRUE;FALSE;TRUE;"osf.io/yr2fg";NA
"4829";5402;"W4399855478";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4830";5403;"W4399855329";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4831";5404;"W4399867384";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4832";5405;"W4399829770";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4833";5406;"W4399820330";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4834";5407;"W4399849712";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4835";5408;"W4399823518";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4836";5409;"W4399788260";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4837";5410;"W4399789486";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4838";5411;"W4399755556";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4839";5412;"W4399756809";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4840";5413;"W4399742375";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4841";5414;"W4399737695";"Frontiers in Education";2024;"osf.io/6e8ua||osf.io/6e8ua||osf.io/6e8ua";NA;TRUE;FALSE;TRUE;"osf.io/6e8ua; osf.io/6e8ua; osf.io/6e8ua";NA
"4842";5415;"W4400128681";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4843";5416;"W4399689294";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4844";5417;"W4399678490";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4845";5418;"W4400821361";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4846";5419;"W4399678145";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4847";5420;"W4399689770";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4848";5421;"W4399652523";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4849";5422;"W4399652229";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4850";5423;"W4399592623";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4851";5424;"W4399593434";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4852";5425;"W4399640215";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4853";5426;"W4399570026";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4854";5427;"W4399572302";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4855";5428;"W4399573696";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4856";5429;"W4399571732";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4857";5430;"W4399571807";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4858";5431;"W4399565732";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4859";5432;"W4399543927";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4860";5433;"W4399531220";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4861";5434;"W4399543326";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4862";5435;"W4399543937";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4863";5436;"W4399513500";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4864";5437;"W4399528933";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4865";5438;"W4399532742";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4866";5439;"W4399523287";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4867";5440;"W4399529478";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4868";5441;"W4399523616";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4869";5442;"W4399523409";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4870";5443;"W4399523599";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4871";5444;"W4399527736";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4872";5445;"W4399523352";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4873";5446;"W4399356168";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4874";5447;"W4399523176";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4875";5448;"W4399356069";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4876";5449;"W4399355097";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4877";5450;"W4399355348";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4878";5451;"W4399355444";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4879";5452;"W4399330767";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4880";5453;"W4399331094";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4881";5454;"W4399320994";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4882";5455;"W4399321799";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4883";5456;"W4399331095";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4884";5457;"W4399290758";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4885";5458;"W4399295718";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4886";5459;"W4403489794";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4887";5460;"W4399297260";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4888";5461;"W4399297021";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4889";5462;"W4399246295";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4890";5463;"W4399246509";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4891";5464;"W4399246215";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4892";5465;"W4399246222";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4893";5466;"W4399213558";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4894";5467;"W4399177333";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4895";5468;"W4399178188";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4896";5469;"W4399189146";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4897";5470;"W4399172603";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4898";5471;"W4399182501";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4899";5472;"W4399189397";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4900";5473;"W4399177439";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4901";5474;"W4399157459";"Frontiers in Education";2024;"osf.io/47dcs";NA;TRUE;FALSE;TRUE;"osf.io/47dcs";NA
"4902";5475;"W4399177997";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4903";5476;"W4399177510";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4904";5477;"W4399177665";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4905";5478;"W4399178220";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4906";5479;"W4399140288";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4907";5480;"W4399052276";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4908";5481;"W4399053225";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4909";5482;"W4399053318";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4910";5483;"W4398781900";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4911";5484;"W4398782285";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4912";5485;"W4398779734";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4913";5486;"W4398271176";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4914";5487;"W4398238428";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4915";5488;"W4398277776";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4916";5489;"W4398245172";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4917";5490;"W4398218461";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4918";5491;"W4398220563";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4919";5492;"W4398218270";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4920";5493;"W4398218762";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4921";5494;"W4398209049";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4922";5495;"W4398222369";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4923";5496;"W4398174103";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4924";5497;"W4398180718";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4925";5498;"W4398141176";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4926";5499;"W4397008226";"Frontiers in Education";2024;"osf.io/xc948/||osf.io/xc948/||osf.io/xc948/||osf.io/xc948/||osf.io/avdhu||osf.io/avdhu";NA;TRUE;FALSE;TRUE;"osf.io/xc948/; osf.io/xc948/; osf.io/xc948/; osf.io/xc948/; osf.io/avdhu; osf.io/avdhu";NA
"4927";5500;"W4397017189";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4928";5501;"W4396972695";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4929";5502;"W4396954242";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4930";5503;"W4396954440";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4931";5504;"W4396972630";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4932";5505;"W4396921861";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4933";5506;"W4396937160";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4934";5507;"W4396922356";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4935";5508;"W4396934568";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4936";5509;"W4396937093";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4937";5510;"W4396937264";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4938";5511;"W4396934498";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4939";5512;"W4396938297";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4940";5513;"W4396937348";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4941";5514;"W4396937081";"Frontiers in Education";2024;"osf.io/vzegu||osf.io/vzegu";NA;TRUE;FALSE;TRUE;"osf.io/vzegu; osf.io/vzegu";NA
"4942";5515;"W4396938009";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4943";5516;"W4396888825";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4944";5517;"W4396901138";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4945";5518;"W4396889744";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4946";5519;"W4396859227";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4947";5520;"W4396869756";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4948";5521;"W4396869807";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4949";5522;"W4396869845";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4950";5523;"W4396869686";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4951";5524;"W4396808432";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4952";5525;"W4396796550";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4953";5526;"W4396799107";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4954";5527;"W4396808371";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4955";5528;"W4396796784";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4956";5529;"W4396798975";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4957";5530;"W4396778798";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4958";5531;"W4396779383";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4959";5532;"W4396779640";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4960";5533;"W4396775375";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4961";5534;"W4396769403";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4962";5535;"W4396723143";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4963";5536;"W4396707952";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4964";5537;"W4396708160";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4965";5538;"W4396664230";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4966";5539;"W4396619740";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4967";5540;"W4396610663";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4968";5541;"W4396612916";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4969";5542;"W4396619589";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4970";5543;"W4396622323";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4971";5544;"W4396619736";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4972";5545;"W4396578569";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4973";5546;"W4396590127";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4974";5547;"W4396588811";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4975";5548;"W4396590321";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4976";5549;"W4396597743";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4977";5550;"W4396560048";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4978";5551;"W4396559935";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4979";5552;"W4396558200";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4980";5553;"W4396557874";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4981";5554;"W4396510624";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4982";5555;"W4396509729";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4983";5556;"W4396517769";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4984";5557;"W4396239268";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4985";5558;"W4396217360";"Frontiers in Education";2024;"osf.io/96j3g/? view_only=49e6378ac0da4b4ba78b9f17949aa1c2||osf.io/96j3g/? view_only=49e6378ac0da4b4ba78b9f17949aa1c2||osf.io/96j3g/? view_only=49e6378ac0da4b4ba78b9f17949aa1c2";NA;TRUE;FALSE;TRUE;"osf.io/96j3g/? view_only=49e6378ac0da4b4ba78b9f17949aa1c2; osf.io/96j3g/? view_only=49e6378ac0da4b4ba78b9f17949aa1c2; osf.io/96j3g/? view_only=49e6378ac0da4b4ba78b9f17949aa1c2";NA
"4986";5559;"W4396224572";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4987";5560;"W4396224495";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4988";5561;"W4396224570";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4989";5562;"W4395670028";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4990";5563;"W4395669881";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4991";5564;"W4395667800";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
"4992";5565;"W4395670005";"Frontiers in Education";2024;NA;NA;FALSE;FALSE;FALSE;NA;NA
