Article_ID,OpenAlex_ID,Title,Keyword,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14
129,W4292409449,To use or not to use learning data: A survey study to explain German primary school teachers usage of data from digital learning platforms for purposes of individualization,Data-Based Decision Making; digital learning platforms; individualization; Learning Analytics; primary school teacher; structural equation modeling; Theory of Planned Behavior,1,0,0,0,0,1,0,1,0,0,0,0,0,1
130,W4286433114,Basic needs support and achievement emotions in daily research of life scientists considering academic positions,academic staff; daily research; post-docs; professors; achievement emotions; basic needs support; tertiary education,0,0,1,0,1,0,0,0,0,0,0,0,0,0
131,W4286633215,Statistical Power of Piecewise Regression Analyses of Single-Case Experimental Studies Addressing Behavior Problems,single-case design; single case analysis; Monte-Carlo simulation; behavior problems; special education; research design; single-case experimental design,0,0,0,0,0,0,1,0,0,0,0,0,0,0
132,W4283160472,"Comparing Construction and Study of Concept Maps  An Intervention Study on Learning Outcome, Self-Evaluation and Enjoyment Through Training and Learning",biology education; concept maps; metacognition; learning; performance; training,0,1,0,1,0,0,0,0,1,0,0,0,0,0
133,W3167017427,Minimization of a Short Computer-Based Test in Reading,learning progress monitoring; test minimization; test length; computer-based testing; test development; item reduction,0,0,0,1,0,0,0,0,0,0,0,1,0,0
134,W3166383600,A New Measurement Instrument for Music-Related Argumentative Competence: The MARKO Competency Test and Competency Model,music-related argumentation; competency; assessment; music; reasoning; item response theory; empirical research; musical judgment,0,0,0,1,0,0,0,0,0,0,0,0,0,0
135,W4415008768,Empowering Future HR Professionals: A Design-Based Research Approach to Project-Based Learning in Work and Organizational Psychology,project-based learning; open pedagogy; higher education development; human resource development; design-based research; student-centered learning; psychology education; openness; academic culture transformation,0,0,1,0,0,0,0,0,1,0,0,0,0,0
136,W4407296209,Rethinking Professional Development: Development and Evaluation of an Evidence-Based Online PD Course on the Effective Use of Technology in the Classroom,online professional development; ICAP; in-service teacher training; prepost design; teachers technological pedagogical knowledge,1,0,0,1,0,1,0,0,1,0,0,0,0,0
137,W4405759469,Designing a Digital Flash Reading Test for Data-Based Decisions in Inclusive Classrooms: Duration and Word Length as Difficulty-Generating-Item Characteristics,reading diagnostics; flash reading test; assessment; reading speed; inclusive teaching,0,0,0,1,0,0,1,0,0,0,0,1,0,0
138,W4391844952,From Research to RetweetsExploring the Role of Educational Twitter (X) Communities in Promoting Science Communication and Evidence-Based Teaching,social media; twitter (X); teacher professional development; science communication; researcherpractitioner gap; evidence-based teaching; teacher survey; analytical hierarchy process; natural language processing; sentiment analysis,0,0,0,0,0,1,0,0,0,0,0,1,1,0
139,W3211866497,Group Size and Peer Learning: Peer Discussions in Different Group Size Influence Learning in a Biology Exercise Performed on a Tablet With Stylus,biology; gender; group discussion; group size; peer learning; tablets,0,0,0,0,0,0,1,0,0,0,0,0,0,0
140,W4409234094,A longitudinal study of interplay between student engagement and self-regulation,learning analytics; self-regulated learning; student engagement; online education; multi-channel clustering; sequence analysis; hidden Markov models; asynchronous learning,1,0,0,0,1,0,0,0,0,0,0,0,0,0
141,W4386916021,Using version control to document genuine effort in written assignments: a protocol with examples for universities,written assignment; version control; assessment methods; Git; higher education,0,0,1,1,0,0,0,0,0,0,0,0,0,0
142,W4399283491,Indirect effects of leadership behaviors on departmental performance via organizational learning in Ethiopian public research universities,Organizational learning; leadership behavior; departmental performance; indirect effect; Ethiopia; higher education,0,0,1,0,0,0,0,0,0,0,0,0,0,0
143,W3195878146,"Perceived Autonomy Support from Peers, Parents, and Physical Education Teachers as Predictors of Physical Activity and Health-Related Quality of Life among AdolescentsA One-Year Longitudinal Study",physical activity; health-related quality of life; autonomy support; trans-contextual model of motivation; adolescents; physical education; motivation; self-determination theory,0,0,0,0,1,1,0,0,0,0,0,0,0,1
144,W7124427793,Sustainability and research in the Colombian-Ecuadorian public higher education system,border region; public higher education; research models; sustainability; sustainable development goals,0,0,1,0,0,0,0,0,0,0,1,0,0,0
145,W4401455762,Soft Skills and Employability of Online Graduate Students,soft skills; employability; online graduate students; online education; skills development; student development; innovative training; social development,0,0,1,0,0,0,0,0,0,0,0,0,0,0
146,W4205477402,Educational Impact on Ecuadorian University Students Due to the COVID-19 Context,Sars-CoV2; COVID-19; PLS-SEM; university students; Ecuador; educational impact,0,0,1,0,0,0,0,0,0,0,0,0,0,0
147,W4410185692,"Professional competencies, motivation, cognitive abilities and personality in pre-service teachers",professional competency; personality; motivation; cognitive ability; teacher,0,0,0,0,1,1,0,0,0,0,0,0,0,0
148,W4405456984,The influence of metaverse environment design on the quality of experience in virtual reality classes: a comparative study,Applied computing; Education; e-learning; human-centered computing; Human-computer interaction; interaction paradigms; virtual reality,0,0,0,0,0,0,0,1,0,0,0,0,0,0
149,W4414879973,Students acceptance of artificial intelligence eBooks using LCA and SEM: a case study of medical book in China,AI eBooks; acceptance; digital literacy; latent class model; structural equation model,1,0,0,0,0,0,0,0,0,0,0,1,0,0
150,W4414777095,Empowering college students to select ideal advisors: a text-based recommendation model,advisor recommendation; text-based recommendation; bidirectional encoder representations from transformers; simple contrastive learning of sentence embeddings; large language model,1,0,1,0,0,0,0,0,0,0,0,1,0,0
151,W4413179718,HSNMF enables accurate and effective analysis for the college students psychological health education data and student life data,psychological health education; matrix factorization; hypergraph learning; data visualization; depress status association analysis,0,0,1,0,1,0,0,0,0,0,0,0,0,0
152,W4393197196,A practical evaluation of online self-assisted previewing architecture on rain classroom for biochemistry lab courses,online learning tool; interactive platform design; self-learning scheme; sentiment analysis; natural language processing; laboratory course,0,0,0,1,0,0,0,1,0,0,0,1,0,0
153,W4408114480,Mindsets Matter: A Mediation Analysis of the Role of a Technological Growth Mindset in Generative Artificial Intelligence Usage in Higher Education,generative artificial intelligence; technology adoption; growth mindset; technology anxiety; performance expectancy; effort expectancy; higher education,1,0,1,0,1,0,0,0,0,0,0,0,0,0
154,W4398134729,Using Synchronized Eye Movements to Predict Attention in Online Video Learning,eye tracking; intersubject correlation; online learning; learning styles; attentional assessment,0,0,0,1,0,0,0,1,0,0,0,0,0,0
155,W4391926641,Independent Semantic and Syntactic Representations in L2 Mandarin Learners: Evidence from Structural Priming,structural priming; reading; bilingualism,0,0,0,0,0,0,0,0,0,0,0,1,0,0
156,W4385954779,Comparing community-based reading interventions for middle school children with learning disabilities: possible order effects when emphasizing skills or reasoning,community-based; skill-based; reason-based; reading programs; randomized cross-over design,0,0,0,0,0,0,1,0,1,0,1,1,1,0
157,W4407203081,Scarlet Cloak and the Forest Adventure: A Preliminary Study of the Impact of AI on Commonly Used Writing Tools,AI writing tools; AI detection; Grammarly; GPTZero; Turnitin; academic integrity; writing assistance,1,0,0,0,1,0,0,0,0,0,0,1,0,0
158,W4309689362,On the Use of eXplainable Artificial Intelligence to Evaluate School Dropout,xplainable artificial intelligence; XAI; school dropout; machine learning; educational data science,1,0,0,0,0,0,0,0,0,0,0,0,0,0
159,W4283277837,"n Exploratory Study of Online Job Portal Data of the ICT Sector in Bangladesh: Analysis, Recommendations and Preliminary Implications for ICT Curriculum Reform",ICT sector; online job portal data; Bangladesh; digital skills; curriculum reform,1,0,0,0,0,0,0,0,1,0,1,0,0,0
160,W3006879939,Effects of Response Format on Psychometric Properties and Fairness of a Matrices Test: Multiple Choice vs. Free Response,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0
161,W4407296339,From Gretel to Strudelcity: Empowering Teachers Regarding Generative AI for Enhanced AI Literacy with CollectiveGPT,generative AI; AI literacy; teacher training; educational technology; design-based research; interactive workshops; AI in education; teacher empowerment,1,0,0,0,0,1,0,0,0,0,0,1,0,0
162,W7105207516,How useful are interpretation aids for communicating large-scale assessment results to teachers?,large-scale assessment; interpretation aids; teachers; result communication; standard deviation units; reporting vignettes,0,0,0,1,0,1,0,0,0,0,0,0,0,0
163,W4408412646,Graduate student perceptions of their graduate experience: an informational tool for academic programs and graduate schools,graduate students; graduate experience; survey; academic programs; graduate schools; mentoring,0,0,1,0,0,0,0,0,0,0,1,0,0,0
164,W4392788309,Psychometric validation and gender invariance analysis of a revised version of the attitudes towards research scale (EACIN-23) in a Chilean university student sample,attitudes towards research; EACIN-23; psychometric validation; gender invariance; Chile; university students,0,0,1,1,0,0,1,0,0,0,0,0,0,0
165,W4389856065,Antecedents of teachers' professional competencies,professional competency; teacher; motivation; personality; cognition; executive function,0,0,0,0,1,1,0,0,0,0,0,0,0,0
166,W4414261292,Addressing boundary conditions of cognitive and motivational effects of gamified learning,gamification; game-based learning; context; boundary conditions; cognition; motivation,0,0,0,0,1,0,0,0,0,0,0,0,0,0
167,W3013999449,Disentangling objective characteristics of learning situations from subjective perceptions thereof; using an experience sampling method design,experience sampling method; learning situations; subjective perceptions; objective characteristics; situational interest; intensive longitudinal data,0,0,0,0,1,0,0,0,0,0,0,0,0,0
168,W3139542841,Data Sharing in Education Science,data sharing; education science; open science; research integrity; reproducibility; data repositories,0,0,0,0,1,0,0,0,0,1,0,0,0,0
169,W3190900033,Development and Validation of the Tuebingen Inventory to Measure Teachers' Profession-Specific Value Orientations (TIVO),values; teachers; profession-specific value orientations; TIVO; validation; factor analysis; construct validity,0,0,0,1,0,1,0,0,0,0,0,0,0,0
170,W2909670371,The Quantitative Implications of Definitions of Giftedness,giftedness; identification; internal validity; numerical analysis; simulation; talent,0,0,0,1,0,0,0,0,0,0,0,0,0,0
171,W7124768568,A qualitative follow-up study on academic success of non-traditional students,non-traditional students; academic success; higher education; qualitative follow-up; interviews; thematic analysis,0,0,1,0,0,0,0,0,0,0,0,0,0,0
172,W4416841409,Technical-pedagogical usability of digital inclusive reading support evolving through practice-to-research transfer,inclusive education; reading support; digital formative diagnostics; Levumi; usability; OER,0,0,0,0,0,0,1,0,1,0,0,1,0,0
173,W4415701420,Emotional drivers of pedagogy and their place in the motivational process: distinguishing percepts from outcomes,teacher emotion; pedagogy; motivation; interviews; thematic analysis; narrative analysis; Scotland,0,0,0,0,1,1,0,0,1,0,0,0,0,0
174,W4415457039,Mindfulness-based interventions and student wellbeing: can digital group meetings enhance app-based training?,mindfulness-based intervention; student wellbeing; stress; loneliness; app-based training; virtual reality; video calls,0,0,0,0,1,0,0,1,1,0,0,0,0,0
175,W4415418974,Cultural adaptation and psychometric validation of the academic progress goals scale for Peruvian university students,academic progress goals; psychometric validation; Peruvian university students; EFA; CFA; structural equation modeling,0,0,1,1,0,0,0,0,0,0,0,0,0,0
176,W4412379158,A quasi-experimental eye-tracking study investigating the relationship between professional vision and the dispositions for inclusive teaching,eye-tracking; professional vision; inclusive teaching; pre-service teachers; video vignettes; self-efficacy,0,0,0,0,1,1,1,0,0,0,0,0,0,0
177,W4412163301,How to talk about science in ways that are comprehensible and interesting? Evaluation of an evidence-based science communication training program for graduate students,science communication; training evaluation; graduate students; pre-post design; self-efficacy; communication performance,0,0,1,1,1,0,0,0,0,0,1,0,1,0
178,W4412140346,Artificial intelligence in STEM education: a transdisciplinary framework for engagement and innovation,artificial intelligence; STEM education; systematic review; transdisciplinary communication; bibliometric mapping; ethics,1,1,0,0,1,0,0,0,0,0,1,0,0,0
179,W4410235326,Educational strategies to reduce the gender gap in the self-efficacy of high school students in stem teaching,STEM; gender gap; self-efficacy; high school students; Physics and Chemistry; academic performance; ANOVA,0,1,0,0,1,0,1,0,0,0,0,0,0,0
180,W4408095816,Differential effects of GPT-based tools on comprehension of standardized passages,GPT-based tools; reading comprehension; artificial intelligence; ACT passages; AI tutoring,1,0,0,0,0,0,0,0,0,0,0,1,0,0
181,W4406406190,"How you ask matters: evidence-based assessment connecting decentering, reappraisal, and self-reported wellbeing in a post-secondary sample",wellbeing; decentering; reappraisal; longitudinal assessment; psychometrics,0,0,0,1,1,0,0,0,0,0,0,0,0,0
182,W4405016937,Tone superimposition technique in Speech Sciences: a tutorial,tone superimposition; speech sciences; Mandarin lexical tones; stimuli; tutorial,0,0,0,0,0,0,0,0,0,0,1,0,0,0
183,W4403659720,Cohort-based programs facilitate skill development and community building for postdoctoral scholars: a pilot study,postdoctoral scholars; cohort-based program; leadership; project management; community building,0,0,1,0,0,0,0,0,0,0,1,0,1,0
184,W4403542385,Integrating mathematical modeling into synthetic biology education: a comprehensive approach through webinars and syllabus development,mathematical modeling; synthetic biology; webinars; syllabus; undergraduate education,0,1,1,0,0,0,0,0,0,0,0,0,0,0
185,W4401746086,Task-irrelevant visual distractions and mindful self-regulated learning in a low-stakes computer-based assessment,visual distraction; mindful self-regulated learning; computer-based assessment; time pressure; Prolific,0,0,0,1,1,0,0,0,0,0,0,0,0,0
186,W4401181711,Databases for STEM success: lessons learned,databases; STEM success; SQL; student feedback; survey,0,1,0,0,0,0,0,0,1,0,0,0,0,0
187,W4399737695,Investigating the variation of intonation contours in Northern Vietnamese tones,Northern Vietnamese tones; intonation contours; production study; focus; pitch,0,0,0,0,0,0,0,0,0,0,1,0,0,0
188,W4397008226,Six factors facilitating teachers' use of research. An experimental factorial survey of educational stakeholders perspectives,teachers use of research; factorial survey; educational stakeholders; vignettes; research use,0,0,0,0,0,1,0,0,0,0,0,0,0,0
189,W4396937081,Generating mathematical strategies shows evidence of a serial order effect,mathematical strategies; serial order effect; creativity; strategy generation; undergraduate students,0,0,1,0,0,0,0,0,0,0,0,0,0,0
190,W4392816817,Retrieval-based concept mapping makes a difference as a retrieval practice activity: a study with high school students,retrieval practice; concept mapping; free recall; high school students; delayed test,0,0,0,1,0,0,0,0,0,0,0,0,0,0
191,W4390917241,The role of finger kinematics in the acquisition of number meaning in kindergarten: a pilot study,finger kinematics; number meaning; kindergarten; point-light display; pilot study,0,0,0,0,0,0,0,0,0,0,0,0,0,1
192,W4390665754,"Tracking e-reading behavior: uncovering the effects of task context, electronic experience, and motivation",e-reading behavior; task context; motivation; electronic reading; tracking,0,0,0,0,1,0,0,0,0,0,0,1,0,0
193,W4385327377,Embracing the inclusion of societal concepts in biology improves student understanding,societal concepts; biology education; ideological awareness; concept maps; curriculum,0,1,0,0,0,0,1,0,1,0,0,0,0,0
194,W4379231569,Teaching beginner-level computational social science: interactive open education resources with learnr and shiny apps,computational social science; open education resources; learnr; shiny apps; undergraduate education,0,0,1,0,0,0,0,0,0,0,0,0,0,0
195,W4366828325,Pupil dilation as cognitive load measure in instructional videos on complex chemical representations,pupil dilation; cognitive load; instructional videos; chemistry education; eye tracking,0,1,0,0,0,0,0,0,1,0,0,0,0,0
196,W4321459076,Proof-of-concept of feasibility of human-machine peer learning for German noun vocabulary learning,human-machine peer learning; German noun vocabulary; speech-to-text; proof-of-concept; AI learning,1,0,0,0,0,0,0,0,0,0,0,1,0,0
197,W4315782093,Teachers concerns about inclusive education and the links with teachers attitudes,inclusive education; teacher concerns; attitudes; French teachers; correlational study,0,0,0,0,0,1,1,0,0,0,0,0,0,0
198,W4313586241,The importance of copyright and shared norms for credit in Open Educational Resources,open education; Open Educational Resources (OER); copyright; intellectual property (IP); authorship,0,0,0,0,0,0,0,0,1,0,0,0,0,0
199,W4308416853,Multilevel and empirical reliability estimates of learning growth: A simulation study and empirical illustration,learning growth; reliability; multilevel modeling; simulation study; empirical illustration,0,0,0,1,0,0,0,0,0,0,0,0,0,0
200,W4306816455,The scientific impotence excuse in education - Disentangling potency and pertinence assessments of educational research,preservice teacher education; prior beliefs; motivated reasoning; science devaluation; evidence-based practice,0,0,0,1,0,1,0,0,0,0,0,0,0,0
201,W4292823895,Priming the Arabic dative: Evidence for syntactic abstractness and implicit learning,syntactic priming; Arabic priming; dative priming; priming in production; implicit learning; language production,0,0,0,0,0,0,0,0,0,0,0,1,0,0
202,W4286697415,Development and Initial Validation of an Admission Test for Bachelor Psychology Studies,admission test; psychology studies; test validation; reasoning ability; subject-specific knowledge; GPA,0,0,0,1,0,0,0,0,0,0,0,0,0,0
203,W4284896008,Civic Online Reasoning Among Adults: An Empirical Evaluation of a Prescriptive Theory and Its Correlates,civic online reasoning; digital literacy; adults; misinformation; online news; correlates,0,0,0,1,0,0,0,0,0,0,0,1,0,0
204,W4221025724,Mathematical Creativity in Elementary School Children: General Patterns and Effects of an Incubation Break,mathematical creativity; elementary school children; incubation break; strategy generation; divergent thinking,0,0,0,0,0,0,0,0,0,0,0,0,0,1
205,W4214512657,On the Bias and Stability of the Results of Comparative Judgment,comparative judgment; scale separation reliability; bias; stability; educational measurement,0,0,0,1,0,0,0,0,0,0,0,0,0,0
206,W4200308473,Developing Self-Efficacy and Behavioral Intentions Among Underrepresented Students in STEM: The Role of Active Learning,STEM interventions; minorities; mentorship; educational climate; stem education; high school; community college,0,1,1,0,1,0,1,0,1,0,0,0,1,0
207,W3213783902,Self-Regulation Versus Self-Discipline in Predicting Achievement: A Replication Study With Secondary Data,self-regulation; self-discipline; achievement; replication study; secondary data; GPA,0,0,0,0,1,0,0,0,0,1,0,0,0,0
208,W3206823529,The Bioinformatics Virtual Coordination Network: An Open Community for Collaborative Learning and Training,bioinformatics; virtual coordination network; online training; computational biology; open community,0,0,0,0,0,0,0,0,0,0,0,0,1,0
209,W3200060392,Introducing Databases in Context Through Customizable Visualizations,databases; visualizations; data science education; contextualized learning; customizable learning tools,0,1,0,0,0,0,0,0,0,0,0,0,0,0
210,W3161916282,Quantitative and Qualitative Differences in the Canonical and the Reverse Distance Effect and Their Selective Association With Arithmetic and Mathematical Competencies,individual differences; canonical distance effect; reverse distance effect; arithmetic abilities; mathematical competencies,0,0,0,0,0,0,0,0,0,0,1,0,0,0
211,W3167169992,Using Virtual Reality to Assess Reading Fluency in Children,virtual reality; reading fluency; eye tracking; lexical decision; assessment; children,0,0,0,1,0,0,0,1,0,0,0,1,0,0
212,W3157926203,Attitudes Toward Inclusive Education: An Exploration of the Interaction Between Teachers Status and Students Type of Disability Within the French Context,inclusive education; teacher attitudes; disability; teachers status; French context,0,0,0,0,0,1,1,0,0,0,0,0,0,0
213,W3128509959,Do Preschoolers Align Their Preferences With Those of a Powerful Individual?,preschoolers; social influence; power; preferences; social status; developmental psychology,0,0,0,0,0,0,0,0,0,0,0,0,0,1
214,W3089029312,The Paradox of Help Seeking in the Entropy Mastermind Game,help-seeking; Bayesian reasoning; mathematical games; optimal experimental design theory; information-seeking behavior,0,0,0,0,0,0,0,0,0,0,1,0,0,0
215,W3042998580,Statistical Methods in Transdisciplinary Educational Research,transdisciplinary educational research; statistical methods; hierarchical data; measurement error; large data sets,0,0,0,1,0,0,0,0,0,0,0,0,0,0
216,W3027295651,Mandatory Home Education During the COVID-19 Lockdown in the Czech Republic: A Rapid Survey of 1st-9th Graders Parents,COVID-19; distance education; home education; online education; parents; Czech Republic,0,0,0,1,0,0,0,0,0,0,0,0,0,1
217,W2945031180,Impact of Research About the Early Development of Children With Intellectual Disability: A Science Mapping Analysis,intellectual disability; early development; science mapping; longitudinal research; bibliometrics,0,0,0,0,0,0,1,0,0,0,0,0,0,0
218,W2904815316,Exploration of the Rate of Forgetting as a Domain-Specific Individual Differences Measure,forgetting rate; individual differences; fact learning; adaptive learning; memory; computerized learning,1,0,0,0,0,0,0,0,0,0,0,0,0,0
219,W4417431735,AI-Generated Tailor-Made Pedagogical Picture Books: How Close Are We?,C-LARA; educational technology evaluation; generative AI; glossing; multi-word expressions; picture books; second language learning; tailored instruction,1,0,0,1,0,0,0,0,1,0,0,1,0,0
220,W4410438942,Topic Level Visualization of Student Enrollment Records in a Computer Science Curriculum,curriculum review; student enrollment records; visualization; computer science curriculum; topic maps,0,0,0,0,0,0,0,0,1,0,0,0,0,0
221,W4406324717,CodeContrast: A Contrastive Learning Approach for Generating Coherent Programming Exercises,programming exercises; contrastive learning; generative model; computer science education; test cases; code solutions,0,1,0,1,0,0,0,0,0,0,1,0,0,0
222,W4405377091,Are Adolescents with a Wider Vocabulary Faster at Inference Making During Reading? Evidence from Self-Paced Reading,vocabulary knowledge; inference making; reading comprehension; self-paced reading; adolescents; Spanish-speaking students,0,0,0,0,0,0,0,0,0,0,0,1,0,0
223,W4405196945,Evaluating the Impact of an Educational Intervention Using Project-Based Learning on Postpandemic Recovery in Rural Colombia,project-based learning; rural education; 21st-century skills; evidence-centered design; depth of knowledge; program evaluation,0,0,0,1,0,0,0,0,1,0,1,0,0,0
224,W4403842375,Developing Doctoral Theses in Education: The Role of Systematic Reviews in the Spanish Context,doctoral theses; systematic reviews; research trends; education; Spanish context; PhD production,0,0,1,0,0,0,0,0,0,0,1,0,0,0
225,W4399736177,ChatGPT: The End of Online Exam Integrity?,AI impact on education; ChatGPT in exam cheating; multimodal online assessments; GPT-4 vision evaluation; educational integrity; generative AI,1,0,0,1,1,0,0,0,0,0,0,0,0,0
226,W4392810564,The Role of Visual Representations in Undergraduate Students Learning About Genetic Inheritance,visual representations; undergraduate students; genetic inheritance; learning transfer; pedigree diagrams,0,0,1,0,0,0,0,0,0,0,0,0,0,0
227,W4392696553,The Visual Science Communication Toolkit: Responding to the Need for Visual Science Communication Training in Undergraduate Life Sciences Education,visual science communication; life sciences education; undergraduate education; visualization skills; toolkit,0,0,1,0,0,0,0,0,0,0,0,0,1,0
228,W4387259135,Blue Is for Boys and Pink Is for Girls: How to Break Gender Stereotypes with a Videogame,serious games; gender stereotypes; videogame; Mexico; acceptance evaluation; Kiddo,0,0,0,1,0,0,1,0,0,0,0,0,0,0
229,W4386475958,Measuring Implicit STEM and Math Attitudes in Adolescents Online with the Brief Implicit Association Test,implicit attitudes; STEM; mathematics; adolescents; Brief Implicit Association Test; online assessment,0,1,0,1,0,0,0,0,0,0,0,0,0,0
230,W4381429240,Measuring Oral Reading Fluency (ORF) Computer-Based and Paper-Based: Examining the Mode Effect in Reading Accuracy and Reading Fluency,oral reading fluency; computer-based assessment; paper-based assessment; mode effect; reading accuracy; reading fluency,0,0,0,1,0,0,0,0,0,0,0,1,0,0
231,W4379058506,Ensuring Academic Integrity and Trust in Online Learning Environments: A Longitudinal Study of an AI-Centered Proctoring System in Tertiary Educational Institutions,academic integrity; online learning environments; AI-centered proctoring; longitudinal study; higher education; user survey,1,0,1,0,1,0,0,1,0,0,1,0,0,0
232,W4366988470,"Technology-Enhanced Learning, Data Sharing, and Machine Learning Challenges in South African Education",data-sharing governance; machine learning education research; challenges; innovation; South African context,1,0,0,0,0,0,0,0,0,0,1,0,0,0
233,W4317106151,Lossless Encoding of Mental Cutting Test Scenarios for Efficient Development of Spatial Skills,mental cutting test; spatial skills; lossless encoding; augmented reality; virtual reality; scenario generation,0,0,0,1,0,0,0,1,0,0,0,0,0,0
234,W4313588230,Maintaining Academic Integrity in Programming: Locality-Sensitive Hashing and Recommendations,academic integrity; programming; similarity detection; locality-sensitive hashing; SSTRANGE; SOCO dataset,0,0,0,0,1,0,0,0,0,0,1,0,0,0
235,W4311612396,Visibility of Scientific Production and Digital Identity of Researchers through Digital Technologies,scientific visibility; digital identity; scientific production; digital technologies; researcher profile; academic social networks,1,0,0,0,1,0,0,0,0,0,0,0,1,0
236,W4309938209,Leveraging H3Africa Scholarly Publications for Technology-Enhanced Personalized Bioinformatics Education,bioinformatics; COVID-19; education; genomics; H3Africa; personalized education; technology-enhanced education; visual analytics,1,0,0,0,0,0,0,0,0,0,0,0,0,0
237,W4288040724,Relations between the Home Learning Environment and the Literacy and Mathematics Skills of Eight-Year-Old Canadian Children,home literacy; home numeracy; early academic skills; grade 3 children; parental involvement; home mathematics environment; home activities,0,0,0,1,0,0,0,1,0,0,0,1,0,1
238,W3206651735,Controlling-Supportive Homework Help Partially Explains the Relation between Parents' Math Anxiety and Children's Math Achievement,math anxiety; homework help; parent involvement; autonomy support; control; children's math achievement,0,1,0,0,1,0,0,0,0,0,0,0,0,1
239,W3136830900,Automatized Evaluation of Students' CAD Models,CAD; CAD model; automatized evaluation; engineering education; computer-aided design,0,1,0,1,0,0,0,0,0,0,0,0,0,0
240,W3018630162,Concept Mapping in Magnetism and Electrostatics: Core Concepts and Development over Time,concept mapping; science education; conceptual change; network analysis,0,1,0,0,0,0,0,0,0,0,0,0,1,0
241,W4414896724,How Do Individual-Difference Variables Affect Adolescent Learners' L2 English Speaking Development? A Microgenetic Study,L2 English; speaking development; individual differences; adolescent learners; microgenetic study; longitudinal study,0,0,0,0,0,0,0,0,1,0,0,0,0,0
242,W4416720442,A Primer on MIMIC Models and Critical Quantitative Methods to Increase Their Use,MIMIC models; critical quantitative methods; measurement invariance; structural equation modeling; social justice,0,0,0,1,0,0,0,0,0,0,0,0,0,0
243,W4410635593,Metropolitan; Urban; and Rural Regions: How Regional Differences Affect Elementary School Students in Germany,regional differences; school resources; teacher distribution; academic achievement; well-being; PIRLS 2016; machine learning,1,0,0,0,1,1,0,0,0,0,0,0,0,1
244,W4399584671,Where Are the English Learners and Students With Disabilities in Gifted Education?,gifted education; English learners; students with disabilities; representation; state policy; Civil Rights Data Collection,0,0,0,0,0,0,1,0,0,0,1,1,0,0
245,W4366760248,The Impacts of Three Educational Technologies on Algebraic Understanding in the Context of COVID-19,educational technology; algebra; randomized controlled trial; ASSISTments; DragonBox; From Here to There; COVID-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0
246,W4402410870,Mind the Gap: How Teachers' Professional Development Preferences Relate to Scientific Recommendations,teacher professional development; video vignettes; evidence-based interventions; teacher preferences; implementation,0,0,0,0,0,1,0,0,1,0,1,0,0,0
247,W4413974252,Promoting collaborative reflection to foster interprofessional collaboration skills: Putting laboratory findings to the test in the field,collaborative reflection; interprofessional collaboration; higher education; CSCL; technology-enhanced learning,1,0,1,1,0,0,0,0,0,0,0,0,0,0
248,W4360603259,Automatic feedback and assessment of team-coding assignments in a DevOps context,automatic feedback; assessment; team-coding assignments; DevOps; programming education; learning analytics,1,0,0,1,0,0,0,0,0,0,1,0,0,0
249,W3188304389,Exploring predictors of instructional resilience during emergency remote teaching in higher education,instructional resilience; emergency remote teaching; higher education; COVID-19; lecturers; survey,0,0,1,0,0,0,0,0,1,0,0,0,0,0
250,W3092100374,Impact of using learning analytics in asynchronous online discussions in higher education,learning analytics; asynchronous online discussion; higher education; participatory design-based research; online learning,1,0,1,0,0,0,0,1,0,0,0,0,0,0
